0,0,,0,0,,0,0
-0.16755162,0,,-0.6702065,0.18,,-1.2566371,0
-0.6702065,0.18,,-3.2672562,1.08,,-4.021239,1.08
-1.5917402,0.54,,-7.03716736,2.3400002,,-3.853687,1.8
-2.59705,0.72,,-5.948082,2.7,,-4.523894,2.52
-3.6861352,1.08,,-6.953392,3.96,,-6.2831856,4.5
-5.0265484,1.44,,-5.0265484,5.04,,-4.775221,4.32
-6.366961,1.8,,-9.215339,6.66,,-3.51858368,4.86
-7.79115,2.16,,-14.241887,8.64,,5.5292032,7.2
-9.047788,2.52,,-13.236577,9.18,,6.78584036,7.02
-10.471975,2.7,,-12.482595,9.54,,8.210029,6.8399996
-11.644837,2.88,,-11.058407,9.9,,9.717994,7.02
-12.9852492,3.0600002,,-7.4560468,10.9800008,,11.896164,7.92
-14.409438,3.4199998,,-4.6914452,12.06,,13.739233,8.28
-15.666076,3.4199998,,-3.9374628,12.240001,,24.378762,10.08
-17.090266,3.6,,-2.261947,12.06,,36.693804,11.88
-18.263126,3.6,,0.33510324,12.42,,38.871976,11.88
-19.6873152,3.6,,1.75929184,12.6,,45.49026,12.42
-21.195278,3.6,,-1.5917402,12.06,,51.68967,12.780001
-22.78702,3.6,,-1.5917402,10.9800008,,50.51681,11.88
-24.462536,3.4199998,,-2.178171,10.62,,49.93038,13.86
-26.13805,3.4199998,,-4.1050144,10.8,,51.10324,13.679999
-27.56224,3.2399998,,-5.0265484,8.82,,51.10324,13.500001
-28.98643,3.0600002,,-1.75929184,6.1200004,,50.433036,14.22
-30.57817,2.88,,-2.9321532,4.5,,43.31209,11.52
-31.918581,2.7,,-2.8483774,3.2399998,,41.804128,10.62
-33.342772,2.7,,-3.51858368,1.8,,32.421238,5.76
-34.76696,2.7,,1.2566371,-1.98,,21.697934,3.0600002
-35.93982,2.3400002,,0.58643068,-2.7,,9.466666,-2.16
-37.028908,2.16,,0.08377581,-3.6,,-0.75398224,-4.86
-38.28554,1.8,,0,-3.78,,-2.0106194,-5.94
-39.542184,1.44,,-1.0890855,-3.78,,-8.712684,-7.92
-40.715044,1.08,,-1.75929184,-2.88,,-14.493215,-10.62
-41.720352,0.72,,-2.7646016,-2.52,,-22.703244,-11.88
-42.97699,0.36,,-3.099705,-2.88,,-34.93451,-14.76
-44.3174,0,,-4.1050144,-4.5,,-41.97168,-16.92
-45.741592,-0.36,,-4.021239,-4.32,,-43.56342,-19.8
-46.998228,-0.54,,-4.775221,-5.04,,-42.055456,-22.32
-48.50619,-0.9,,-7.4560468,-5.22,,-42.223004,-24.300002
-49.846604,-1.08,,-7.3722708,-5.04,,-43.9823,-25.740002
-51.2707936,-1.08,,-10.97463,-4.32,,-44.066076,-26.279998
-52.69498,-1.26,,-10.890855,-3.6,,-49.343952,-26.820002
-54.454276,-1.26,,-9.885546,-2.52,,-48.08731,-26.820002
-55.96224,-1.26,,-11.058407,-3.0600002,,-45.90914,-26.820002
-57.637752,-1.08,,-9.131563,-3.78,,-44.3174,-27.000002
-58.47551,-1.26,,-7.3722708,-3.6,,-42.725664,-27.000002
-57.97286,-1.98,,-6.366961,-3.0600002,,-41.720352,-26.46
-57.051324,-2.88,,-5.0265484,-3.96,,-38.36932,-26.279998
-55.878464,-3.4199998,,-4.021239,-4.6800004,,-32.588788,-25.740002
-54.53805,-4.14,,0.8377581,-2.3400002,,-25.132742,-24.12
-53.28141,-4.6800004,,1.340413,-2.16,,-23.708554,-23.94
-51.9409968,-5.22,,8.377581,0.9,,-22.535692,-24.300002
-50.851912,-5.58,,9.299114,0.9,,-16.420058,-22.32
-49.260172,-5.94,,6.031858,3.6,,-17.341592,-21.42
-47.835984,-6.4799996,,5.612979,4.6800004,,-16.33628,-21.24
-46.244248,-7.02,,7.6235984,5.76,,-16.671386,-18.9
-44.73628,-7.38,,10.97463,6.3,,-14.99587,-17.4600016
-43.060764,-7.56,,15.749851,6.4799996,,-17.928022,-16.2
-41.5528,-7.7400004,,13.4879052,6.3,,-18.346902,-14.94
-40.0448368,-7.92,,11.97994,6.3,,-19.18466,-13.679999
-38.28554,-7.92,,15.917403,5.94,,-20.0224184,-13.32
-36.526252,-7.7400004,,15.163422,5.94,,-21.195278,-13.139999
-35.102064,-7.56,,21.78171,5.04,,-25.467844,-12.780001
-33.510324,-7.2,,21.027728,5.04,,-26.13805,-12.42
-31.918581,-6.66,,23.289674,4.32,,-35.018288,-11.52
-30.661946,-6.3,,21.94926,3.2399998,,-36.610028,-11.16
-29.321532,-6.1200004,,21.195278,3.4199998,,-39.039524,-10.62
-27.729792,-5.76,,20.692624,3.6,,-40.798816,-9.9
-26.221826,-5.22,,18.263126,3.78,,-43.228316,-9.54
-24.211208,-4.5,,13.906784,3.4199998,,-50.09793,-8.64
-22.619466,-3.96,,18.095576,3.0600002,,-52.192324,-6.1200004
-21.111502,-3.6,,18.514454,4.32,,-52.94631,-6.1200004
-19.603538,-3.2399998,,16.755162,6.4799996,,-53.030084,-0.36
-18.17935,-2.88,,15.666076,7.2,,-54.705604,4.6800004
-16.420058,-2.52,,16.420058,9.18,,-58.30796,12.06
-14.660766,-2.16,,18.849556,9.360001,,-59.06194,13.86
-12.566371,-1.8,,13.4879052,13.139999,,-59.564596,16.02
-10.890855,-1.44,,15.498525,11.7,,-53.030084,22.5
-9.047788,-1.08,,16.084956,10.8,,-45.49026,27.539998
-7.12094336,-0.72,,13.069025,14.04,,-35.437164,34.74
-5.696755,-0.36,,14.158112,17.28,,-32.588788,34.02
-3.9374628,0,,14.99587,17.64,,-22.95457,39.96
-2.0943952,0.18,,16.001178,19.08,,-17.006488,43.38
-0.25132744,0.54,,18.095576,22.140002,,-13.236577,42.66
1.340413,1.08,,19.435988,21.6,,-12.231268,42.84
3.015929,1.6199999,,24.881414,23.58,,0.25132744,47.52
4.6076692,1.98,,26.054276,24.12,,5.612979,49.14
